epoch,train_loss,train_acc,val_loss,val_acc,wall_s
1,2.9537,0.1273,2.3656,0.2442,12.5
2,2.2288,0.2394,1.8181,0.3889,19.4
3,1.8594,0.3185,1.4955,0.4491,26.3
4,1.6377,0.3917,1.3014,0.5266,33.4
5,1.4608,0.4423,1.1370,0.6435,40.4
6,1.3399,0.4785,1.0373,0.5648,47.4
7,1.1929,0.5517,0.9137,0.6273,54.3
8,1.0916,0.5760,0.8203,0.6551,61.3
9,1.0096,0.6137,0.7386,0.6968,68.3
10,0.9211,0.6420,0.6527,0.8426,75.3
11,0.8621,0.6802,0.5670,0.8067,82.3
12,0.7985,0.7100,0.5519,0.7963,89.2
13,0.7263,0.7358,0.4548,0.8588,96.2
14,0.6708,0.7648,0.4337,0.8843,103.2
15,0.6312,0.7723,0.3725,0.8912,110.3
16,0.5801,0.7981,0.3361,0.9178,117.4
17,0.5637,0.8000,0.2844,0.9213,124.4
18,0.5318,0.8157,0.2706,0.9306,131.5
19,0.4794,0.8333,0.2542,0.9144,138.6
20,0.4622,0.8452,0.2473,0.9421,145.6
21,0.4400,0.8482,0.2104,0.9688,152.7
22,0.4246,0.8519,0.1654,0.9977,159.7
23,0.3985,0.8641,0.1724,0.9236,166.8
24,0.3897,0.8653,0.1530,0.9815,173.8
25,0.3693,0.8787,0.2057,0.9387,180.9
26,0.3715,0.8794,0.1382,0.9757,188.0
27,0.3449,0.8881,0.1215,0.9826,195.0
28,0.3139,0.8983,0.1130,0.9907,202.0
29,0.2989,0.9020,0.0924,0.9977,208.9
30,0.3042,0.9005,0.1046,0.9942,216.0
31,0.2934,0.9023,0.0947,0.9769,223.0
32,0.2756,0.9117,0.0608,1.0000,230.1
33,0.2562,0.9169,0.0716,0.9977,237.1
34,0.2662,0.9119,0.0812,0.9988,244.2
35,0.2619,0.9157,0.0653,0.9988,251.3
36,0.2555,0.9166,0.0527,0.9988,258.4
37,0.2301,0.9293,0.0401,1.0000,265.5
38,0.2529,0.9214,0.0477,1.0000,272.6
39,0.2257,0.9333,0.0372,1.0000,279.6
40,0.2183,0.9343,0.0639,0.9988,286.7
41,0.2228,0.9308,0.0482,0.9988,293.7
42,0.2213,0.9298,0.0356,1.0000,300.7
43,0.2052,0.9370,0.0357,1.0000,307.7
44,0.1869,0.9486,0.0251,0.9988,314.7
45,0.1891,0.9405,0.0176,1.0000,321.6
46,0.1800,0.9422,0.0210,1.0000,328.6
47,0.1731,0.9472,0.0179,1.0000,335.6
48,0.1757,0.9482,0.0170,1.0000,342.6
49,0.1714,0.9489,0.0195,1.0000,349.6
50,0.1789,0.9442,0.0156,0.9988,356.7
51,0.1646,0.9462,0.0156,1.0000,363.8
52,0.1614,0.9499,0.0115,1.0000,370.8
53,0.1616,0.9479,0.0103,1.0000,377.9
54,0.1671,0.9462,0.0109,1.0000,384.8
55,0.1446,0.9576,0.0132,1.0000,391.8
56,0.1569,0.9509,0.0098,1.0000,398.8
57,0.1480,0.9556,0.0094,1.0000,405.8
58,0.1546,0.9501,0.0121,1.0000,412.8
59,0.1586,0.9496,0.0124,1.0000,419.8
60,0.1341,0.9608,0.0088,1.0000,426.9
