,A1,A2,B1,B2,B3,B4,C1,C2,C3,C4,C5,C6,C7,C8
A1,235,0,0,0,0,0,0,0,0,0,0,0,0,0
A2,0,216,0,0,0,0,0,0,0,0,0,0,0,0
B1,0,0,63,0,0,0,0,0,0,0,0,0,0,0
B2,0,0,0,74,0,0,0,0,0,0,0,0,0,0
B3,0,0,0,0,63,0,0,0,0,0,0,0,0,0
B4,0,0,0,0,0,58,0,0,0,0,0,0,0,0
C1,0,0,0,0,0,0,21,0,0,0,0,0,0,0
C2,0,0,0,0,0,0,0,27,0,0,0,0,0,0
C3,0,0,0,0,0,0,0,0,37,0,0,0,0,0
C4,0,0,0,0,0,0,0,0,0,25,0,0,0,0
C5,0,0,0,0,0,0,0,0,0,0,36,0,0,0
C6,0,0,0,0,0,0,0,0,0,0,0,43,0,0
C7,0,0,0,0,0,0,0,0,0,0,0,0,33,0
C8,0,0,0,0,0,0,0,0,0,0,0,0,0,29
